197302020002,1973,2,2,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),"",vehicles,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,3,Minor (likely < $1 million),4000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200206210002,2002,6,21,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"",06/21/2002: A bomb exploded under a car registered to the Egyptian Embassy in the Pagrati neighborhood of Athens. No one was harmed and no group claimed responsibility.,1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,Egyptian Dilpomatic Core,Egyptian Diplomat in Greece,60,Egypt,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,-9,"","","","","","","","",-9,8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","","",0,0,0,0,0,0,-9,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","�Homemade Bomb Explodes Under Egyptian Embassy Car in Athens,� Athens News Agency, June 21, 2002.","�Firebomb damages car belonging to Egyptian embassy, no injuries,� Associated Press, June 21, 2002.","",CETIS,-9,-9,1,1,""
197303220001,1973,3,22,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,"","Vehicle, U.S. Govt employee (private vehicle)",217,United States,"","","","","","","","","","","","","","","","",Greek Anti-Dictatorial Youth (EAN),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200207090001,2002,7,9,"",0,"",78,8,Western Europe,Attica,Piraeus,37.942925,23.646845,1,0,"",07/09/2002: A bomb blast caused minor damage to the Hellas Flying Dolphins company in the Port of Piraeus in Greece. No one was injured. The New Revolutionary Popular Struggle claimed responsibility for the attack.,1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",11,Maritime,58,Commercial Maritime,Hellas Flying Dolphins company,Hellas Flying Dolphins company in the Port of Piraeus in Greece,78,Greece,"","","","","","","","","","","","","","","","",New Revolutionary Popular Struggle (NELA),"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",6,Explosives,14,Time Fuse,"","","","","","","","","","","","","",0,0,0,0,0,0,1,3,Minor (likely < $1 million),"","",0,"","","","","","","","","","","","","","","","The group November 17 bombed the same location 10 days earlier. A suspect was arrested after the first bombing, and the second bombing was alleged to be a reaction to the arrest.","\"Tomos, Packer, \"\"Athens Port Targeted in New Bomb Attack","\"\" World Markets Analysis",July 10,"2002.\"","\"\"\"Bomb Explodes in Biggest Port in Greece","\"\" Xinhua General News Service",July 10,"2002.\"","\"\"\"New Terrorist Group Claims Responsibility of 9 Jul Bomb in Greece"
197304210001,1973,4,21,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,"","","","Car, Employee European Exchange Service",217,United States,"","","","","","","","","","","","","","","","",National Youth Resistance Organization,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200207170004,2002,7,17,"",0,"",78,8,Western Europe,Central Macedonia,Thessaloniki,40.620663,22.952,1,0,"","07/17/2002: Arsonists left an explosive device at the offices of the New Democracy organization in Thessaloniki, Greece. No one was injured. The Rabid Brothers of Giuliani claimed responsibility.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,New Democracy,"Offices of the New Democracy organization in Thessaloniki, Greece",78,Greece,"","","","","","","","","","","","","","","","",Rabid Brothers of Giuliani,"","","","","",Unknown,0,"","",0,"",0,1,2,Call (post-incident),"","","","","","",-9,6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",The fire that broke out did not cause any damage.,"\"\"\"Greek Group Targets Opposition Party Offices in Thessaloniki in Arson Attack","\"\" Makedhonia",July 18,"2002.\"","","",CETIS,0,0
197305070001,1973,5,7,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,"","","","Car, European Exchange System Vendor",217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,14,Time Fuse,6,Explosives,16,Unknown Explosive Type,"","","","","","","","",Explosive; Pipe bomb with a timer fuse,0,"","",0,"","",1,3,Minor (likely < $1 million),3000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200212130003,2002,12,13,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","12/13/2002: A perpetrator fired at a car carrying Athens� mayor, Dora Bakoyannis. The mayor was not hurt in the attack but her body guard and another passenger were injured in the incident. The attacker, who was caught by police after a short chase, was identified as Giorgos Sandalis, a 35-year-old mechanic with a history of psychiatric illness. Police reported that the attack did not appear to have political motives.",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",Mayor of Athens,"Athens� mayor, Dora Bakoyannis, while traveling near the acropolis in Athens, Greece",78,Greece,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",1,1,1,0,"","","","","","","","","",5,Firearms,4,Rifle/Shotgun (non-automatic),"","","","","","","","","","","","",A hunting rifle was used in the incident.,0,0,0,2,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Shots fired at Athens mayor, driver hurt,� Agence France Presse, December 13, 2002.","�Ex-mental Patient Charged With Attempted Murder of Athens Mayor,� Athens News Agency, December 14, 2002.","\"\"\"Shots Fired Against Greek Politician-New Athens Mayor; One Person Injured",� Athens NET Television Network,December 13,"2002.\"",CETIS,-9,-9
197305070002,1973,5,7,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,73,Vehicles/Transportation,"","Vehicle, U.S. Civilian Employee, Athens Apt",217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,14,Time Fuse,6,Explosives,16,Unknown Explosive Type,"","","","","","","","",Explosive; Pipe bomb with a timer fuse,0,"","",0,"","",1,3,Minor (likely < $1 million),3000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200303160001,2003,3,16,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","03/16/2003: A fire damaged an ATM, the entrance and the inside of a Commercial Bank branch in Kypseli, Greece, but caused no injuries. The Enraged Revolutionaries claimed responsibility for the attack.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,3,Bank/Commerce,Commercial Bank,"Commercial Bank branch in Kypseli, Greece",78,Greece,"","","","","","","","","","","","","","","","",Enraged Revolutionaries,"","","","","",Unknown,0,"","",0,"",0,1,2,Call (post-incident),"","","","","","",-9,8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","",Gas canisters caused the fire.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),13200,"The fire damaged the entrance and inside of the bank, as well as an ATM. Value of property damage: Approximately $13,200",0,"","","","","","","","","","","","","","","","","�Greek Group Undertakes Responsibility for Gas Canister Arson Attack Against Bank,� Elevtherotipia, March 17, 2003.","�Firebomb Damages ATM at Commercial Bank Branch,� Associated Press, March 16, 2003.","",CETIS,0,0,0,0,""
197305130001,1973,5,13,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),"",U.S. Mil. Personnel Vehicles (2 vehicles),217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,14,Time Fuse,6,Explosives,16,Unknown Explosive Type,"","","","","","","","",Explosive; Pipe bomb with a timer fuse,0,"",0,0,"",0,1,3,Minor (likely < $1 million),6000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200303210001,2003,3,21,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","03/21/2003: Four gas canisters were set on fire at the entrance of Citibank in Cholargos, Greece, in the early morning. Firemen were able to put out the fire quickly and no injuries or damage resulted. The War That Was Never Declared claimed responsibility for the attack.",1,1,1,0,"","",0,0,0,7,Facility/Infrastructure Attack,"","","","",1,Business,3,Bank/Commerce,Citibank,"Citibank branch in Cholargos, Greece",78,Greece,"","","","","","","","","","","","","","","","",The War That Was Never Declared,"","","","","",Unknown,0,"","",0,"",0,1,2,Call (post-incident),"","","","","","",-9,8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","",Four gas canisters were used to ignite the fire.,0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Early Morning Attack Against Citibank Brank,� Elevtherotipia, March 21, 2003.","�Arson Attacks Against McDonald�s, Citibank Branch in Greece Reported,� Elevtherotipia, March 24, 2003.","",CETIS,0,0,0,0,""
197305260001,1973,5,26,"",0,"",78,8,Western Europe,Crete,Iraklion,35.329197,25.138667,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,35,Military Transportation/Vehicle (excluding convoys),"","vehicle, US military officer",217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200303220001,2003,3,22,"",0,"",78,8,Western Europe,Attica,Koropi,37.900247,23.872392,1,0,"","03/22/2003: An incendiary device, planted by unknown perpetrators, exploded in the early morning outside of a Citibank branch in Koropi, Greece, damaging an ATM, but harming no one.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,3,Bank/Commerce,Citibank,"Citibank branch in Koropi, Greece",78,Greece,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",8,Incendiary,20,Gasoline or Alcohol,"","","","","","","","","","","","",Small cooking gas cylinders were used as makeshift incendiary devices.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The explosion and fire damaged the ATM.,0,"","","","","","","","","","","","","","","","","�Makeshift Firebomb Against Citibank Branch in Athens Damages ATM Machine,� Athens News Agency, March 22, 2003.","�Athens Protestors Gathers for Third Straight Anti-War Rally,� Agence France Presse, March 22, 2003.","Beth Gardiner, �Anti-War Protests Span Globe, Draw Hundreds of Thousands,� The Star Phoenix, March 24, 2003.",CETIS,-9,-9,0,-9,""
197308050002,1973,8,5,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,44,Airport,TWA,TWA Lounge,217,United States,"","","","","","","","","","","","","","","","",Black September,"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,7,Grenade,"","","","","","","","",Automatic firearms; Grenades,5,2,"",55,"","",1,3,Minor (likely < $1 million),50000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
200307110001,2003,7,11,"",0,"",78,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,"","07/11/2003: In Athens, Greece the Alter TV channel received a phone call that stated a bomb was set to explode in ten minutes on the second floor of a building on Mihalokopoulou Street. Police investigated the building and found dynamite, a detonator, and a wristwatch that was supposed to act as a timing device inside a metal box. The bomb was safely detonated. The Popular Revolutionary Action claimed responsibility for the attempted attack which did not kill or injure anyone.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,"Business Office Building, Athens, Greece",Alico Insurance Company,78,Greece,"","","","","","","","","","","","","","","","",Popular Revolutionary Action,"","","","","",Unknown,1,"","",0,"",0,1,1,Letter,"","","","","","",-9,6,Explosives,28,Dynamite/TNT,"","","","","","","","","","","","","Police found a metal box containing a small amount of dynamite, a detonator, and a wristwatch that was supposed to act as a timing device.",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","\"The floor of the building where the bomb was discovered contained offices, including Alico, and one residential apartment. The Popular Revolutionary Action claimed responsibility by sending a five page proclamation to the Eleftherotypia Daily Newspaper. The proclamation criticized former Public Order Minister and current PASOK Secretary Michalis Chryssohoidis, chief of police Fotis Nasiakos, and the Chairman of the Court trying the \"\"November 17\"\" alleged members at Korydallos prison","and spoke of the \"\"collapse of democracy\"\" and of the \"\"fascism of the Greek society.\"\" The proclamation also made reference to the \"\"fallen former fighters of the Left\"\" and the modernizers who rendered Greece a country subjugated to the Americans.\"","�No claim of responsibility for failed bomb attack in Athens,� Athens News Agency, July 12, 2003.","�New group in Greece claims failed 11 July bomb attack on insurance company,� World News Connection, July 26, 2003.","",CETIS,0,0,0,0
197312030001,1973,12,3,"",0,"",78,8,Western Europe,Attica,Piraeus,37.942843,23.646916,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,"",Bank of America,217,United States,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
