198508050001,1985,8,5,"",0,"",19,6,South Asia,Dhaka,Dhaka,23.791275,90.418205,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),14,Judge/Attorney/Court,"",Courthouse rally,19,Bangladesh,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",13,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200209290006,2002,9,28,"",0,"",19,6,South Asia,Khulna,Satkhira,22.718485,89.070477,1,0,The Roxy movie house in Satkhira,"9/28/2002: A bomb exploded at the crowded Roxy movie house in Satkhira, Khulna Division, Bangladesh.  One person was killed in the explosion and another 90 were injured.  Authorities suspect that Islamic Shashantantra Andolon (ISA) is responsible for the incident.  The ISA has been targeting cinema operators whom they suspect have been showing pornographic films.",1,1,1,0,"","",1,1,0,3,Bombing/Explosion,"","","","",1,Business,11,Entertainment/Cultural/Stadium/Casino,A movie house,The Roxy movie house in Satkhira,19,Bangladesh,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the vicinity of the movie house,19,Bangladesh,"","","","","","","","",Islamic Shashantantra Andolon (ISA),"","","","","","Specific motive is unknown; however, Islamic Shashantantra Andolon (ISA) has been targeting cinema operators for showing pornography",1,"","",0,-99,0,0,"","","","","","","","","",6,Explosives,14,Time Fuse,"","","","","","","","","","","","",The authorities suspect it was a time bomb,1,0,0,90,0,0,1,4,Unknown,"",A bomb exploded in a movie house; the roof caved in due to the resulting fire,0,"","","","","","","","","","","","","","","","Multiple incidents.  This bombing occurred 15 minutes before a second bombing at a circus, which had also been targeted in the past by the ISA.","\"Nadeem, Qadir, \"\"Six held after blasts at Bangladesh circus",cinema injured 100 [Corrected 09/09/2002],"\"\" Agence France-Press",September 29,"2002.\"","\"\"\"2 Bangladesh explosions kill 3 people",nearly 100 injured,"\"\" Kyodo News",September 29
198603080002,1986,3,8,"",0,"",19,6,South Asia,Dhaka,Dhaka,23.791275,90.418205,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,"","200 yds from residence of Rear Admiral Sultan Ahmed, deputy chief martial*",19,Bangladesh,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200212070001,2002,12,7,"",0,"",19,6,South Asia,Dhaka,Mymemsingh,24.749201,90.402618,1,0,"","12/07/2002: Unknown perpetrators conducted a series of nearly-simultaneous bombings at four Bangladesh cinemas packed with families celebrating the end of the Ramadan in Mymensingh, Bangladesh. The incident killed at least 17 people and injured around 300 people in the crowded theaters. No group claimed responsibility for the attacks, but the government used the incident as an excuse to arrest dozens of activists opposed to the standing government.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,11,Entertainment/Cultural/Stadium/Casino,Civilians,"Indiscriminate civilians at a cinema in Mymensingh, Bangladesh",19,Bangladesh,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",The specific type of explosive used in this incident was not reported.,17,0,0,300,0,0,1,4,Unknown,"",The attack severely damaged the theatre.,0,"","","","","","","","","","","","","","","",The government provided no information linking the arrested opposition members to this specific incident.,"Mark Huband and Alastair Lawson-Tancred, �Dhaka arrests activists after cinema bomb deaths,� Financial Times, December 9, 2002.","�Cinema bombings kill 17,� The Australian, December 9, 2002.","�Cinemas bombed: 17 killed and 200 hurt,� Toronto Star, December 8, 2002.",CETIS,-9,-9,0,-9,""
198603080003,1986,3,8,"",0,"",19,6,South Asia,Dhaka,Dhaka,23.791275,90.418205,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)","",official residence of State Information Minister,19,Bangladesh,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200302130004,2003,2,14,"",0,"",19,6,South Asia,Rangpur,Dinajpur,25.626359,88.634577,1,0,"","02/13/2003: Three blasts damaged a building belonging to an Islamic organization in Dinajpur, Bangladesh.  Three people were injured.  Leaflets recovered at the blast site suggested that the Jama'atul Mujahideen Bangladesh, an organization with al-Qaida links, was behind the blast.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,87,Affiliated Institution,Bangladesh Islamic Organizations,Islamic Organization office in Dinajpur,19,Bangladesh,"","","","","","","","","","","","","","","","",Jama'atul Mujahideen Bangladesh (JMB),"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,3,0,0,1,3,Minor (likely < $1 million),"","\"The building was \"\"badly damaged.\"\"\"",0,"","","","","","","","","","","","","","","",Four more explosions occurred at this site 15 minutes after this incident occurred (cf. 200302130005).,"\"\"\"AFP: Three Injured in Blasts at Islamic Group's Office in Bangladesh","\"\" AFP",February 13,"2003.\"","\"\"\"AL-Dinajpur Blast","\"\" United News of Bangladesh",February 17,"2003.\"",""
198604120001,1986,4,12,"",0,"",19,6,South Asia,Dhaka,Dhaka,23.791275,90.418205,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,99,Bus (excluding tourists),"",buses,19,Bangladesh,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,1,"","",100,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200303010001,2003,3,1,"",0,"",19,6,South Asia,Khulna,Khulna,22.845641,89.540328,1,0,"","03/01/2003: Four bombs exploded at the main entrance to an international trade fair in Khulna, Bangladesh, killing one police sergeant and critically injuring two additional police officers and two female visitors. The perpetrators were unknown, but police arrested 17 suspected Islamic militants the following day.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Khulna International Trade Fair,"Civilians at the international trade fair in Khulna, Bangladesh",999,Multinational,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",17,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",1,0,0,4,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"One Policeman Killed",Several Injured in Bangladesh Bomb Attack,"\"\" Agence France Presse",March 1,"2003.\"","\"\"\"Seventeen Suspects Arrested in Bangladesh After Bomb Attack","\"\" Deutsche Presse Agentur",March 2,"2003.\""
198605150010,1986,5,15,"",0,"",19,6,South Asia,Khulna,Bheramara,24.021144,88.991482,1,0,"","",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",19,Transportation,100,Train/Train Tracks/Trolley,"",express train,19,Bangladesh,"","","","","","","","","","","","","","","","",Bangladesh Sarbahara Party,Undergroup Marxist Group,"","","","","",1,"","",0,"","","","","","","","","","","","",11,Sabotage Equipment,"","","","","","","","","","","","","","",Sabotage,25,"","",45,"","",1,"","","","Damages: sabotage, plates holding sections of track removed, damaged train (express railway)",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200303070002,2003,3,7,"",0,"",19,6,South Asia,Rajshahi,Baghmara,24.600875,88.47823,1,0,"","03/07/2003: A bomb exploded outside of a mosque in Baghmara, Bangladesh, injuring four people, including a local union leader. The unknown perpetrators detonated the bomb after people finished their weekly prayers.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Bengali Mosque,Darus Salam Jam-e Mosque,19,Bangladesh,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,4,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Four Injured by Blast Outside Mosque in Bangladesh After Friday Prayers",� Agence France Presse,March 7,"2003.\"","�Attack � Injured,� United News of Bangladesh, March 7, 2003.","",CETIS,-9,-9
198606030002,1986,6,3,"",0,"",19,6,South Asia,Unknown,Tablchari,"","",5,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",3,Police,22,"Police Building (headquarters, station, school)","",border outpost,19,Bangladesh,"","","","","","","","","","","","","","","","",Shanti Bahini - Peace Force,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,4,Rifle/Shotgun (non-automatic),5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","",Rifle; Automatic firearm,"","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200303110008,2003,3,11,"",0,"",19,6,South Asia,Khulna,Khulna,22.845641,89.540328,1,0,"","03/11/2003: Two policemen on patrol were killed and another two injured when unknown assailants exploded bombs in a crowded place in Khulna, Bangladesh. Police detained 211 suspects for questioning.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,25,Police Security Forces/Officers,Bangladesh Police,"Bangladeshi Police in Khulna, Bangladesh",19,Bangladesh,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",2,0,0,2,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"2 Bangladeshi Police Killed in Bomb Attacks",� Xinhua News Agency,March 12,"2003.\"","�Urgent: Two Policemen Killed in Bomb Attack in Southwestern Bangladesh,� Associated Press, March 11, 2003.","�Bangladesh Police Detain 211 Suspects for Blasts that Killed Two Cops,� Agence France Presse, March 13, 2003.",CETIS,-9,-9
198608220003,1986,8,22,"",0,"",19,6,South Asia,Dhaka,Dhaka,23.791275,90.418205,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,8,Hotel/Resort,"",Dental students hotel,19,Bangladesh,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",3,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
