197512040003,1975,12,4,"",1,12/19/1975,142,8,Western Europe,North Holland,Amsterdam,52.370216,4.895168,1,0,"","",1,1,1,-9,"","",0,1,0,5,Hostage Taking (Barricade Incident),"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Indonesian Consulate,93,Indonesia,"","","","","","","","","","","","","","","","",South Moluccans,"","","","","","",0,"","",0,5,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,"","","",2,"","",1,3,Minor (likely < $1 million),15000,"",1,40,0,0,15,"","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
197610020001,1976,10,2,"",0,"",142,8,Western Europe,South Holland,The Hague,52.069858,4.291111,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",FRG Embassy Annex,75,Germany,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","",8,Incendiary,19,Molotov Cocktail/Petrol Bomb,"","","","","","","","",Incendiary; Molotov cocktail,0,"","",0,"","",1,3,Minor (likely < $1 million),1000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
197611140002,1976,11,14,"",0,"",142,8,Western Europe,North Holland,Amsterdam,52.370216,4.895168,1,0,"","",1,1,1,-9,"","",0,0,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,71,Race/Ethnicity Identified,"",Soth African resident,183,South Africa,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
197612100001,1976,12,10,"",0,"",142,8,Western Europe,South Holland,The Hague,52.069858,4.291111,1,0,"","",1,1,1,-9,"","",0,0,0,2,Armed Assault,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)","",South African Attache vehicle,183,South Africa,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
197701210001,1977,1,21,"",0,"",142,8,Western Europe,Unknown,Unknown,"","",5,0,"","",1,1,1,-9,"","",0,0,0,3,Bombing/Explosion,"","","","",1,Business,"","","","Vehicle, retired businessman",142,Netherlands,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",0,"","","","Damages: explosion, none, device failed to detonate (vehicle)",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
197705230004,1977,5,23,"",1,6/11/1997,142,8,Western Europe,Drenthe,Tynaarlo,53.076694,6.617635,1,0,10 miles north of Bovensmilde,"5/23/1977-6/11/1977:  A group of 8-10 South Moluccan gunmen seized control of a train 10 miles north of the town of Bovensmilde in North Holland, Netherlands.  This attack was coordinated with another attack on an elementary school (GTD case 197705230005).  The South Moluccans demanded that 21 of their compatriots be released from Dutch prisons.  On May 25th, 3 of the hostages were released.  On May 26th, another hostage was released.  On June 5th, two pregnant women were released.  June 8th, a hostage was released when he had a minor heart attack.  Finally, on June 11th, government forces stormed both locations.  During the rescue operation 6 gunmen and two hostages were killed.",1,1,1,0,"","",1,1,0,2,Armed Assault,"","","","",20,Unknown,"","",Train,Train,142,Netherlands,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,55 Passengers,142,Netherlands,"","","","","","","","",South Moluccans,"","","","","",Obtain the freedom for 21 comrades in Dutch jails at the time of the attacks,0,"","",0,8,-99,1,8,Personal claim,"","","","","","",0,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",No additional information available.,8,0,6,0,0,0,0,"","","","",1,55,0,"",20,Netherlands,Netherlands,1,0,"","","",The gunmen demanded the release of 21 South Moluccans jailed in the Netherlands on terrorism charges.  They also demanded a plane to transport themselves and the jailed individuals to an unspecified location.,6,Combination,7,Linked to case 197705230005.  Number of perpetrators ranges from 8-10.,"\"\"\"Moluccans free ill child; terrorists refuse supplied","\"\" Associated Press",May 26,"1977.\"","\"\"\"Terrorists free another hostage","\"\" Associated Press",June 9,"1977.\"","\"\"\"Chronology of Seiges in Holland"
197705230005,1977,5,23,"",1,6/11/1977,142,8,Western Europe,Drenthe,Bovensmilde,52.977867,6.478378,1,0,No additional location information is given,"5/23/1977-6/11/1977:  A group of 4-6 South Moluccan gunmen seized control of an elementary school in the town of Bovensmilde in North Holland, Netherlands.  105 children and five teachers were taken hostage.  The attack was coordinated with a simultaneous attack on a train (GTD case 197705230004).  The South Moluccans demanded the release of 21 of their compatriots from Dutch jails.  On May 26th, four of the children were released because they were sick.  The next day the rest of the children were released because many of them appeared to be suffering from an illness similar to meningitis.  On June 11, government forces simultaneously stormed the school and the train.  No deaths were reported from the school.",1,1,1,0,"","",1,1,0,2,Armed Assault,"","","","",8,Educational Institution,49,School/University/Educational Building,Elementary School,School,142,Netherlands,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,105 children and 5 teachers,142,Netherlands,"","","","","","","","",South Moluccans,"","","","","",Obtain the freedom for 21 comrades in Dutch jails at the time of the attacks,0,"","",0,4,-99,1,8,Personal claim,"","","","","","",0,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",No additional information available.,0,0,0,0,0,0,0,"","","","",1,110,0,"",20,"","",1,0,"","","",The gunmen demanded the release of 21 South Moluccans jailed in the Netherlands on terrorism charges.  They also demanded a plane to transport themselves and the jailed individuals to an unspecified location.,6,Combination,105,Linked to case 197705230004.  Number of gunmen involved ranges from 4-6.,"\"\"\"Moluccans free ill child; terrorists refuse supplied","\"\" Associated Press",May 26,"1977.\"","\"\"\"Terrorists free another hostage","\"\" Associated Press",June 9,"1977.\"","\"\"\"Chronology of Seiges in Holland"
197709220005,1977,9,22,"",0,"",142,8,Western Europe,Utrecht,Utrecht,52.090142,5.109665,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",1,Business,"","","",Used Car Agency,142,Netherlands,"","","","","","","","","","","","","","","","",Revolutionary Cells,"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistols,1,"","",1,"","",1,3,Minor (likely < $1 million),2500,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
197710050003,1977,10,5,"",0,"",142,8,Western Europe,South Holland,Rotterdam,51.924216,4.481776,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",FRG Consulate,75,Germany,"","","","","","","","","","","","","","","","",Universal Liberation Front,"","","","","","",0,"","",0,5,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearms,0,"","",0,"","",1,3,Minor (likely < $1 million),2500,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
197710100004,1977,10,10,"",0,"",142,8,Western Europe,South Holland,Rotterdam,51.924216,4.481776,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",U.S. Consulate,217,United States,"","","","","","","","","","","","","","","","",Universal Liberation Front,"","","","","","",0,"","",0,4,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearms,0,"","",0,"","",1,3,Minor (likely < $1 million),2500,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
197801010005,1978,1,1,"",0,"",142,8,Western Europe,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",9,Food or Water Supply,51,Food Supply,Food Company,Israeli Economy,97,Israel,"","","","","","","","","","","","","","","","",Arab Revolutionary Army,"","","","","","",0,"","",0,"","","","","","","","","","","","",2,Chemical,"","","","","","","","","","","","","","",Mercury,0,"","",5,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
197803130003,1978,3,13,"",1,3/14/1978,142,8,Western Europe,Drenthe,Assen,52.992753,6.564228,1,0,"","",1,1,1,0,"","",0,1,0,5,Hostage Taking (Barricade Incident),"","","","",2,Government (General),21,Government Building/Facility/Office,"",Government bldg,142,Netherlands,"","","","","","","","","","","","","","","","",South Moluccans,"","","","","","",0,"","",0,3,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,4,Rifle/Shotgun (non-automatic),5,Firearms,3,Handgun,"","","","",Automatic firearm; Rifle; Pistol,1,"","",11,"","",1,3,Minor (likely < $1 million),2500,"",1,70,0,0,1,"","",1,13000000,"","","","",5,Successful Rescue,70,"","","","",PGIS,0,0,0,0,""
197810090007,1978,10,9,"",0,"",142,8,Western Europe,North Holland,Amsterdam,52.370216,4.895168,1,0,"","",1,1,1,0,"","",0,1,0,9,Unknown,"","","","",12,NGO,62,International NGO,"",Amnesty International,422,International,"","","","","","","","","","","","","","","","",Red Resistance Front,"","","","","","",0,"","",0,20,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
197903220006,1979,3,22,"",0,"",142,8,Western Europe,South Holland,The Hague,52.069858,4.291111,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",U.K. State Dept.,"Sir Richard Sykes (58), Ambassador",216,Great Britain,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",U.K. State Dept,"Karel Straub (19), footman",216,Great Britain,"","","","","","","","",Irish Republican Army (IRA),"","","","","","",1,"","",0,2,"","","","","","","","","","","",5,Firearms,3,Handgun,5,Firearms,3,Handgun,"","","","","","","","",Pistol; Revolver,2,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
197910120003,1979,10,12,"",0,"",142,8,Western Europe,South Holland,The Hague,52.069858,4.291111,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Turkish Embassy,"Ammet Benler, Turkish Ambassadors Son",209,Turkey,"","","","","","","","","","","","","","","","",Justice Commandos for the Armenian Genocide,"","","","","","",0,"","",0,1,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
197912220002,1979,12,22,"",0,"",142,8,Western Europe,North Holland,Amsterdam,52.370216,4.895168,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,43,Airline Officer/Personnel,"",Turkish Airlines office,209,Turkey,"","","","","","","","","","","","","","","","",Armenian Secret Army for the Liberation of Armenia,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
198006050002,1980,6,5,"",0,"",142,8,Western Europe,North Holland,Amsterdam,52.370216,4.895168,1,0,"","",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,42,Aircraft (not at an airport),"",Boeing 737 Plane of Dutch Charter Co-Transa via,142,Netherlands,"","","","","","","","","","","","","","","","",Basque Fatherland and Freedom (ETA),"","","","","","",1,"","",0,"","","","","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",Grenade,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
198104020008,1981,4,2,"",0,"",142,8,Western Europe,North Holland,Amsterdam,52.370216,4.895168,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",French Consulate and Banque de Paris,69,France,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
