200204210005,2002,4,22,"",0,"",42,11,Sub-Saharan Africa,Borkou,Faya-Largeau,17.868885,18.80762,2,0,Near Faya-Largeau airport,"4/22/2002: Gueti Mahamat, president of the African Democratic Party (PDA), was killed when his vehicle hit a landmine near the airport in Faya-Largeau, Borkou Department, Chad.  Although unexploded mines from previous conflicts are scattered throughout Chad, officials believe that the incident was intentional.  No group claimed responsibility for the incident; however, several suspects were taken into custody.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,African Democratic Party (PDA),"Gueti Mahamat, the president of the African Democratic Party (PDA)",42,Chad,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,-99,3,0,"","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","","",1,0,0,0,0,0,1,4,Unknown,"",A landmine exploded in the vicinity of a vehicle,0,"","","","","","","","","","","","","","","",It is possible that the landmine was left over from a previous conflict.,"\"\"\"Chad arrests 'terrorists' over killing of opposition leader","\"\" Agence France Presse",April 23,"2002.\"","\"\"\"Chad opposition head dies after hitting 'terrorist' mine: govt","\"\" Agence France Presse",April 22,"2002.\"",""
200604100024,2006,4,10,"",0,"",42,11,Sub-Saharan Africa,Ouaddai,Goz Beida,12.226103,21.412573,1,1,Near Goz Beida,"04/10/2006: An unknown number of suspected United Front for Change (FUC) members raided a refugee camp in Goz Beida, Chad. The rebels took nine staff hostage but later released them. There were no casualties.",1,1,1,0,"","",1,1,0,5,Hostage Taking (Barricade Incident),"","","","",14,Private Citizens & Property,65,Refugee (including Camps/IDP/Asylum Seekers),Refugee Camp  in Chad,Refugee camp near Goz Beida,42,Chad,"","","","","","","","","","","","","","","","",United Front for Democratic Change (FUC),"","","","","",Unknown,1,"","",0,"","",0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",1,9,-99,"",-99,"","",0,"","","","","",7,Unknown,-99,"","�Chad: Security Situation Said Worsening, FUC Rebels Claim Seizing Mongo,� Paris AFP (World Service) in English, April 11, 2006.","�Chad: Government Alleges Sudan Backing FUC Rebels in Attacks to Seize Towns,� Ndjamena Le Progres in French, April 12, 2006.","�Chadian rebels attack refugee camp in southeast, injure security officers,� Paris Radio France Internationale in French, April 11, 2006.",CETIS,0,0,0,0,"200604100024, 200604100017"
199201310013,1992,1,31,"",0,"",42,11,Sub-Saharan Africa,N'Djamena,N'Djamena,12.126693,15.0284,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",1,Business,6,Medical/Pharmaceutical,"",hospital,42,Chad,"","","","","","","","","","","","","","","","",Zaghawa ethnic group,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200604110007,2006,4,11,"",0,"",42,11,Sub-Saharan Africa,Guera,Mongo,12.187331,18.693003,1,0,"","04/11/2006: An unknown number of unknown gunmen temporarily captured the town of Mongo, Chad in an attempt to destabilize the country before the presidential election. There were no casualties. No group claimed responsibility for the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",government of Chad,Areas in the town of Mongo,42,Chad,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Destabilize Chad before May 3 election,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","This was the first attack deep inside Chad after incidents near the Sudanese border the previous days. The government has said rebel groups in Chad are actually mercenaries and militia working on behalf of the Sudanese government, a charge that Sudan denies. Many defectors from the Chadian army joined the revel group since the previous October to topple President Deby.","�Chadian army claims recapture of town from rebels,� Agence France Presse -- English, April 12, 2006.","Abakar Saleh, �Gunmen temporarily capture Chad town; government says it has regained control,� Associated Press Worldstream, April 12, 2006.","�Chad: Security Situation Said Worsening, FUC Rebels Claim Seizing Mongo,� Paris AFP (World Service) in English, April 11, 2006.",CETIS,-9,-9,0,-9,""
199202210008,1992,2,21,"",0,"",42,11,Sub-Saharan Africa,N'Djamena,N'Djamena,12.126693,15.0284,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",3,Police,22,"Police Building (headquarters, station, school)",police,headquarters,42,Chad,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,2,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200604130001,2006,4,13,"",0,"",42,11,Sub-Saharan Africa,N'Djamena,N'djamena,12.126693,15.0284,1,0,"","04/13/2006: An unknown number of Chadian rebels from the United Front for Democratic Change attacked the town of N'djamena, Chad. The rebels were repelled after a three hour firefight with government troops. There were 350 casualties that included government troops, the rebels, and civilians caught in the crossfire.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",government of Chad,"N'djamena, capital of Chad",42,Chad,"","","","","","","","","","","","","","","","",United Front for Democratic Change (FUC),"","","","","",Overtake the capital of Chad,0,"","",0,"",271,-9,"","","","","","","","",-9,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","Government troop used attack helicopters, tanks and artillery to repel the attack","",0,"","",0,"",-9,"","","",It is unknown if any property was damaged in this attack.,0,"","","","","","","","","","","","","","","","At least 100 people, most of them civilians, were taken to N'Djamena's two main hospitals, while more than 150 wounded soldiers from the government army were taken to the military hospital. France sent 150 troops to Chad on April 12 to bolster a force of 1,200 already there, which would conduct air reconnaissance missions over the capital. --French officials said the rebels who broke into the capital yesterday appeared to be isolated units","�Chad regime under threat after rebel attack on capital: Guerrillas claim to control 80% of African country: New oil pipeline sweetens prize of toppling president,� The Guardian (London), April 14, 2006.","�Chadian forces retake strategic town,� Financial Times  (London), April 13, 2006.","�Chad repels rebel attack, points finger at Sudan,� Agence France Presse -- English, April 13, 2006.",CETIS,0,0,0,0,""
199208170012,1992,8,17,"",0,"",42,11,Sub-Saharan Africa,Logone Oriental,Doba,8.678269,16.857586,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,military,army detachment,42,Chad,"","","","","","","","","","","","","","","","",Committee for a National Drive for Peace and Democracy,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,18,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200607030005,2006,7,3,"",0,"",42,11,Sub-Saharan Africa,Ouaddai,Ade,12.660471,21.892759,1,0,"","07/03/2006: Rebel forces attacked Chadian military forces in the town of Ade, Chad. The Chadian military claimed to kill and capture a large number of the rebel forces. The remaining forces fled towards Sudan. Chad claims that the rebels are supported by the Sudanese government. No group claimed responsibility for the attack.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Chadian Armed Forces,Chadian Armed Forces in Ade,42,Chad,14,Private Citizens & Property,75,Village/City/Town/Suburb,Town of Ade,Town of Ade,42,Chad,"","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",-9,"","","","","","","","",-9,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","","",0,"","",0,"",-9,"","","",It is unknown if any property was damaged in this attack.,0,"","","","","","","","","","","","","","","","","�Chad: Government Spokesman Says Army Battles Rebels Near Sudan Border,� AFP (World Service), July 3, 2006.","�Chadian Rebels Attack Town Near Sudanese Border, are Repulsed Government Says,� Associated Press Worldstream, July 3, 2006.","�Chad: Government Announces Troops Pursue Rebels Toward Sudan After Adde Attack,� Radio Al-Nassr, July 3, 2006.",CETIS,-9,-9,0,-9,"200607030005, 200607040005"
199209020011,1992,9,2,"",0,"",42,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,68,Named Civilian,"",Southern tribal group,"","","","","","","","","","","","","","","","","","",Dissident Military Mmbrs of Northern Tribal Group,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,150,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,-9,-9,""
200607040005,2006,7,4,"",0,"",42,11,Sub-Saharan Africa,Ouaddai,Ade,12.660471,21.892759,1,0,"","07/04/2006: Chadian rebels attacked the town of Ade, Chad, for the second consecutive day. The number of injuries and fatalities is unknown. No group claimed responsibility for the attack.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Chadian Armed Forces,Chadian Armed Forces in Ade,42,Chad,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",-9,"","","","","","","","",-9,5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","","",0,"","",0,"",-9,"","","",It is unknown if any property was damaged in this attack.,0,"","","","","","","","","","","","","","","","","�Chadian Rebels Launch Second Attack on Ade Near Sudanese Border,� Paris AFP (World Service), July 4, 2006.","","",CETIS,-9,-9,0,-9,"200607040005, 200607030005"
199401020005,1994,1,2,"",0,"",42,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,1,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",18,Tourists,96,Tour Bus/Van,unknown,"tourist convoy, 12 cars and 14 motorcycles",98,Italy,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,8,Landmine,"","","","","","","","","","","","",Mine,1,"","",3,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200610100007,2006,10,10,"",0,"",42,11,Sub-Saharan Africa,Unknown,Unknown,"","",5,0,Around Chad.,"10/10/2006: Perpetrators attacked 10 villages around Chad, killing 40 civilians. Also, as a result, 3,000 civilians were displaced from their homes. No claim of responsibility was reported, but it was believed that the Janjaweed Militia was responsible.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,71,Race/Ethnicity Identified,Civilians,Chad Civilians,42,Chad,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",40,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","National Counter Terrorism Center, 2006 Report on Terrorism","","",CETIS,-9,-9,0,-9,""
199501170006,1995,1,17,"",0,"",42,11,Sub-Saharan Africa,Logone Oriental,Moundou,8.567307,16.083197,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",1,Business,9,Farm/Ranch,"",Economic (Cotton crop),42,Chad,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,3,Minor (likely < $1 million),18900,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200611250004,2006,11,25,"",0,"",42,11,Sub-Saharan Africa,Ouaddai,Abeche,13.83311,20.834835,1,0,"","11/25/2006: Perpetrators attacked a community in Abeche, Quaddai, Chad, killing 20 soldiers and 20 civilians. They also caused damage to the community. No group claimed responsibility but it was widely believed that the Union of Forces for Democracy and Development were responsible.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,71,Race/Ethnicity Identified,Civilians,Chad Civilians,42,Chad,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Chad Army,Chad Soldiers,42,Chad,"","","","","","","","",Union of Forces for Democracy and Development (UFDD),"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",40,0,0,0,0,0,1,3,Minor (likely < $1 million),"",There was unspecified damage inflicted upon the community.,0,"","","","","","","","","","","","","","","","","National Counter Terrorism Center, 2006 Report on Terrorism","","",CETIS,0,0,0,0,""
199503190005,1995,3,19,"",0,"",42,11,Sub-Saharan Africa,Kanem,Mao,14.119309,15.313452,1,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Intl Agency (UN Development Program),Foreigner,217,United States,12,NGO,"","",Intl Agency (UN Development Program),Foreigner,123,Mali,7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",Intl Agency (UN Development Program),"",42,Chad,Movement for Democracy and Development (MDD),"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,4,1,"","","",Chad,0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
200612030008,2006,12,3,"",0,"",42,11,Sub-Saharan Africa,Wadi Fira,Guereda,14.513517,22.08788,1,0,"","12/03/2006: Rebels from a coalition led by the Rally of Democratic Forces (RAFD) deployed around the town of Guereda, Chad, after attacking government positions there the previous day. In the attack, UNHCR buildings were attacked and two of their vehicles were stolen.  No claim of responsibility was reported.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",UN Agencies,UNCHR,999,Multinational,"","","","","","","","","","","","","","","","",Rally of Democratic Forces (RAFD),"","","","","",Unknown,1,"","",0,"","",0,"","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","Chad: UN, Humanitarian Agencies 'Withdrawing' From East Due to Rebel Incursions, Agence France Presse, December 2, 2006.","","",CETIS,0,1,1,1,""
199507210011,1995,7,21,"",0,"",42,11,Sub-Saharan Africa,Logone Oriental,Moundou,8.567307,16.083197,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)","",Military,42,Chad,"","","","","","","","","","","","","","","","",Armed Forces for a Federal Republic (FARF),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Small caliber,0,"","",0,"","",1,"","","","",1,4,0,0,"","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200612170003,2006,12,17,"",0,"",42,11,Sub-Saharan Africa,Guera,Aradib,12.540257,19.059719,1,0,"","12/17/2006: In Aradib, Guera, Chad and Habile, Quaddai, Chad, perpetrators opened fire and killed 15 civilians and eight soldiers. No claim of responsibility was reported, but it was believed that the Janjaweed Militia was responsible.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,71,Race/Ethnicity Identified,Civilians,Sudanese Civilians,195,Sudan,14,Private Citizens & Property,71,Race/Ethnicity Identified,Civilians,Chad Civilians,42,Chad,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Chad Military,Chad Soldiers,42,Chad,Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",23,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","National Counter Terrorism Center, 2006 Report on Terrorism","","",CETIS,-9,-9,1,1,""
199608170003,1996,8,17,"",0,"",42,11,Sub-Saharan Africa,N'Djamena,N'Djamena,12.126693,15.0284,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,"",politician,42,Chad,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Small caliber,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
