198503150001,1985,3,15,"",0,"",93,5,Southeast Asia,East Java,Banyuwangi,-8.218116,114.367304,1,1,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",19,Transportation,99,Bus (excluding tourists),"","bus carrying 28 passengers from city of Malang to Denpasar, Bali",93,Indonesia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,7,"","",14,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200111120001,2001,11,12,"",0,"",93,5,Southeast Asia,Maluku (Province),Maluku,-3.662747,128.167873,4,0,"","11/12/2001: Two bombs exploded simultaneously in Maluku, Indonesia, killing two people and injuring 20 others. No one claimed credit for the attack.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,"Civilians in Maluku, Indonesia",93,Indonesia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",2,0,0,20,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","�Gunmen kill three, wound five in latest Ambon violence,� Agence France Presse, November 13, 2001.","","",CETIS,-9,-9,0,-9,""
198605140007,1986,5,14,"",0,"",93,5,Southeast Asia,Jakarta,Jakarta,-6.208821,106.846046,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Embassy,38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Explosive,0,"","",2,"","",1,"","","","Damages: explosion, destroyed 2 vehicles and damaged unknown number of vehicles",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
200111130001,2001,11,13,"",0,"",93,5,Southeast Asia,Maluku (Province),Ambon,-3.648426,128.16576,1,0,"",11/13/2001: Gunmen in a speedboat shot dead three passengers in another boat in a Christian area of the riot-torn eastern Indonesian city of Ambon. Five people were wounded in the attack as well. No one claimed the attack.,1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",11,Maritime,57,Civilian Maritime,Civilians,"Civilians riding in a boat in Ambon, Indonesia",93,Indonesia,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",3,0,0,5,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","�Gunmen kill three, wound five in latest Ambon violence,� Agence France Presse, November 13, 2001.","","",CETIS,-9,-9,0,-9,""
198605140012,1986,5,14,"",0,"",93,5,Southeast Asia,Jakarta,Jakarta,-6.208821,106.846046,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Embassy,217,United States,"","","","","","","","","","","","","","","","",Anti-Imperialist International Brigades,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",Rocket,0,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
200111210004,2001,11,21,"",0,"",93,5,Southeast Asia,Aceh (Province),Bung Simek,4.67498,96.721802,2,0,"","11/21/2001: Perpetrators attacked two police vehicles on patrol in Bung Simek, Indonesia. The Free Aceh Movement (GAM) claimed responsibility for the attack, which left seven police officers injured.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,25,Police Security Forces/Officers,Indonesian Police,Indonesia police officers on patrol in Bung Simek,93,Indonesia,"","","","","","","","","","","","","","","","",Free Aceh Movement (GAM),"","","","","",The incident reportedly was in retaliation for Indonesian police sweeps into local villages during the month.,0,"","",0,"",0,1,10,Unknown,"","","","","","",-9,6,Explosives,7,Grenade,"","","","","","","","","","","","",Grenades were used in the incident.,0,0,0,7,0,0,1,3,Minor (likely < $1 million),"",Two police vehicles were damaged in the incident.,0,"","","","","","","","","","","","","","","","","\"\"\"Eleven Killed in Indonesia's Restive Aceh Province",� Agence France Presse,November 23,"2001.\"","\"\"\"12 Killed in Restive Aceh",� The Jakarta Post,November 24,"2001.\"","\"\"\"Aceh: Two Brimob Patrols Attacked in Banda Aceh"
198605140013,1986,5,14,"",0,"",93,5,Southeast Asia,Jakarta,Jakarta,-6.208821,106.846046,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Embassy,101,Japan,"","","","","","","","","","","","","","","","",Anti-Imperialist International Brigades,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)","","","","","","","","","","","","",Rocket,0,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
200111220003,2001,11,22,"",0,"",93,5,Southeast Asia,Aceh (Province),Banda Aceh,5.541471,95.342957,1,0,"","11/22/2001: Two perpetrators riding a motorcycle threw a grenade into a police car in Banda Aceh, Aceh, Indonesia. The patrol was traveling back to their barracks at Meureaxa in Simpang Jam, 200 meters from Banda Aceh town hall. The Free Aceh Movement (GAM) was suspected of the incident, which injured one policeman and three civilians.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",3,Police,25,Police Security Forces/Officers,Indonesian Police,Indonesia police officers on patrol in Banda Aceh,93,Indonesia,"","","","","","","","","","","","","","","","",Free Aceh Movement (GAM),"","","","","",Unknown,1,"","",0,2,0,0,"","","","","","","","","",6,Explosives,7,Grenade,"","","","","","","","","","","","",A grenade was used in the incident.,0,0,0,4,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Eleven Killed in Indonesia's Restive Aceh Province",� Agence France Presse,November 23,"2001.\"","\"\"\"12 Killed in Restive Aceh",� The Jakarta Post,November 24,"2001.\"","\"\"\"Aceh: Two Brimob Patrols Attacked in Banda Aceh"
198606120007,1986,6,12,"",0,"",93,5,Southeast Asia,Unknown,Draguigan,"","",5,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",18,Tourists,98,Other Facility,"",tourist center,93,Indonesia,"","","","","","","","","","","","","","","","",Commandos of France,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
200111280001,2001,11,28,"",0,"",93,5,Southeast Asia,Aceh (Province),Lhokseumawe,5.183798,97.141575,1,0,"","11/28/2001: Indonesian Army Master Corporal Sarbani was shot dead while traveling home in Paloh Pineung, Lhokseumawe, Aceh, Indonesia. Authorities suspected that the Free Aceh Movement (GAM) was responsible for the attack.",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Indonesian Army,Indonesian Army Master Corporal Sarbani while traveling in Paloh Pineung,93,Indonesia,"","","","","","","","","","","","","","","","",Free Aceh Movement (GAM),"","","","","",Unknown,1,"","",0,"",0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Four People Including Boy Killed in Indonesia's Restive Aceh Province",� Agence France Presse,November 29,"2001.\"","\"\"\"Jakarta Vows To Get Tough with Aceh Separatists",� Agence France Presse,November 29,"2001.\"",""
198901010008,1989,1,1,"",0,"",93,5,Southeast Asia,East Timor,Dili,-8.54966,125.566599,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,military,ammunition dump,93,Indonesia,"","","","","","","","","","","","","","","","",Revolutionary Front for an Independent East Timor (FRETILIN),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,84,"",0,27,"",0,1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200111290010,2001,11,29,"",1,"",93,5,Southeast Asia,Central Sulawesi,Patiwunga,-1.424192,120.66989,1,0,Patiwunga,"11/29/2001: Hundreds of members of the Muslim group Laskar Jihad attacked the Christian village of Patiwunga, Central Sulawesi, Indonesia.  The entire village was burnt to the ground and at least one person was killed.  Thousands of villagers fled the area. The same assailants also attacked five other villages, destroying them.  On December 2, 2001, the Indonesian government stated that it was considering calling for a state of emergency in the area as the Muslim group continued clashes with military personnel.",1,1,1,0,"","",1,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,69,Religion Identified,Civilians,Christian civilians and Christian homes in Central Sulawesi province,93,Indonesia,"","","","","","","","","","","","","","","","",Laskar Jihad,"","","","","","Specific motive is unknown; however, the attack was perpetrated by Muslims and it targeted Christians.  Authorities are identifying the incident as sectarian.",0,"","",0,-99,-99,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,13,Unknown,"","","","","","","","","","","An entire village was destroyed with fire.  However, there was no mention of the specific weapons used to kill villagers.",2,0,0,"",0,0,1,4,Unknown,"",An entire village was destroyed,0,"","","","","","","","","","","","","","","","Multiple incidents - the assailants also attacked and destroyed another five villages at the same time.  Sources indicate that, between all six villages, 7 people were confirmed dead.  In addition, sources state that there were four military personnel killed; however, that occurred in the following military strike, so it has not been included in this incident.","\"\"\"Religious violence flares on Sulawesi Island","\"\" The Washington Times",December 3,"2001.\"","\"\"\"Fear grips troubled Central Sulawesi after Muslim-Christian","\"\" Agence France Presse",December 4,"2001.\"","\"\"\"Indonesia to boost troops after attacks on Christian villages force 13"
198909260013,1989,9,26,"",0,"",93,5,Southeast Asia,Aceh,Unknown,4.707828,96.732788,4,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Military,Post,93,Indonesia,"","","","","","","","","","","","","","","","",Free Aceh Movement (GAM),"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,1,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
200111290011,2001,11,29,"",1,"",93,5,Southeast Asia,Central Sulawesi,Tangkura,-1.49,120.633333,1,0,Tangkura,"11/29/2001: Hundreds of members of the Muslim group Laskar Jihad attacked the Christian village of Tangkura, Central Sulawesi, Indonesia.  The entire village was burnt to the ground and at least one person was killed.  Thousands of villagers fled the area. The same assailants also attacked five other villages, destroying them.  On December 2, 2001, the Indonesian government stated that it was considering calling for a state of emergency in the area as the Muslim group continued clashes with military personnel.",1,1,1,0,"","",1,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,69,Religion Identified,Civilians,Christian civilians and Christian homes in Central Sulawesi province,93,Indonesia,"","","","","","","","","","","","","","","","",Laskar Jihad,"","","","","","Specific motive is unknown; however, the attack was perpetrated by Muslims and it targeted Christians.  Authorities are identifying the incident as sectarian.",0,"","",0,-99,-99,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,13,Unknown,"","","","","","","","","","","An entire village was destroyed with fire.  However, there was no mention of the specific weapons used to kill villagers.",2,0,0,"",0,0,1,4,Unknown,"",An entire village was destroyed,0,"","","","","","","","","","","","","","","","Multiple incidents - the assailants also attacked and destroyed another five villages at the same time.  Sources indicate that, between all six villages, 7 people were confirmed dead.  In addition, sources state that there were four military personnel killed; however, that occurred in the following military strike, so it has not been included in this incident.","\"\"\"Religious violence flares on Sulawesi Island","\"\" The Washington Times",December 3,"2001.\"","\"\"\"Fear grips troubled Central Sulawesi after Muslim-Christian","\"\" Agence France Presse",December 4,"2001.\"","\"\"\"Indonesia to boost troops after attacks on Christian villages force 13"
199005310014,1990,5,31,"",0,"",93,5,Southeast Asia,Aceh,Unknown,4.707828,96.732788,4,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,1,Assassination,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Military,"2 soldiers, one child",93,Indonesia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,3,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
200111290012,2001,11,29,"",1,"",93,5,Southeast Asia,Central Sulawesi,Padalembara,-1.467778,120.615833,1,0,Padalembara,"11/29/2001: Hundreds of members of the Muslim group Laskar Jihad attacked the Christian village of Padalembara, Central Sulawesi, Indonesia.  The entire village was burnt to the ground and at least one person was killed.  Thousands of villagers fled the area. The same assailants also attacked five other villages, destroying them.  On December 2, 2001, the Indonesian government stated that it was considering calling for a state of emergency in the area as the Muslim group continued clashes with military personnel.",1,1,1,0,"","",1,1,0,2,Armed Assault,"","","","",14,Private Citizens & Property,69,Religion Identified,Civilians,Christian civilians and Christian homes in Central Sulawesi province,93,Indonesia,"","","","","","","","","","","","","","","","",Laskar Jihad,"","","","","","Specific motive is unknown; however, the attack was perpetrated by Muslims and it targeted Christians.  Authorities are identifying the incident as sectarian.",0,"","",0,-99,-99,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,13,Unknown,"","","","","","","","","","","An entire village was destroyed with fire.  However, there was no mention of the specific weapons used to kill villagers.",2,0,0,"",0,0,1,4,Unknown,"",An entire village was destroyed,0,"","","","","","","","","","","","","","","","Multiple incidents - the assailants also attacked and destroyed another five villages at the same time.  Sources indicate that, between all six villages, 7 people were confirmed dead.  In addition, sources state that there were four military personnel killed; however, that occurred in the following military strike, so it has not been included in this incident.","\"\"\"Religious violence flares on Sulawesi Island","\"\" The Washington Times",December 3,"2001.\"","\"\"\"Fear grips troubled Central Sulawesi after Muslim-Christian","\"\" Agence France Presse",December 4,"2001.\"","\"\"\"Indonesia to boost troops after attacks on Christian villages force 13"
199006300001,1990,6,30,"",0,"",93,5,Southeast Asia,Aceh,Unknown,4.707828,96.732788,4,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",1,Business,5,Industrial/Textiles/Factory,"",Logging Truck,93,Indonesia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,2,"","",0,"","",1,3,Minor (likely < $1 million),30000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
